datetime,julian,hour,Ta_shade,Ta_sun,Tg_avg,SOLR_wm2
1/1/20 0:00,1,0,-3.214257338,-7.53197527,-0.731553376,0
1/1/20 1:00,1,1,-3.645568677,-8.409814818,-0.945521168,0
1/1/20 2:00,1,2,-4.595645608,-9.128075991,0.100000001,0
1/1/20 3:00,1,3,-6.465482745,-10.737431,0.100000001,0
1/1/20 4:00,1,4,-6.274684692,-10.58179768,0.100000001,0
1/1/20 5:00,1,5,-5.823481117,-11.07904057,0.100000001,0
1/1/20 6:00,1,6,-6.16426531,-10.72474495,0.100000001,0
1/1/20 7:00,1,7,-6.792958559,-10.38867703,0.100000001,0
1/1/20 8:00,1,8,-6.523505602,-9.458968178,0.100000001,48.6918043
1/1/20 9:00,1,9,-4.230653446,-1.726328692,0.644014655,310.342697
1/1/20 10:00,1,10,-1.145317719,8.678440461,7.413525425,443.8667942
1/1/20 11:00,1,11,0.371356583,11.96313498,11.68282922,572.1548268
1/1/20 12:00,1,12,1.373581626,13.17734602,13.1057824,616.4932422
1/1/20 13:00,1,13,1.935108288,10.04767297,10.76819688,596.591764
1/1/20 14:00,1,14,2.311212067,9.244452674,9.77150728,511.9202753
1/1/20 15:00,1,15,2.862274791,9.807760997,9.310064846,354.5401389
1/1/20 16:00,1,16,2.613503844,7.467506921,7.187095376,194.9228826
1/1/20 17:00,1,17,2.164949178,6.481722399,6.350638266,17.47230232
1/1/20 18:00,1,18,0.625294154,1.511836489,2.082577104,0
1/1/20 19:00,1,19,-0.117738509,0.374598676,1.079831171,0
1/1/20 20:00,1,20,-1.874357138,-2.040260599,-0.727133962,0
1/1/20 21:00,1,21,-3.321957818,-3.722600245,-1.583750057,0
1/1/20 22:00,1,22,-2.878755941,-3.286160659,-1.538229684,0
1/1/20 23:00,1,23,-3.695141425,-4.599657262,0.100000001,0
1/2/20 0:00,2,0,-4.134763077,-5.204804813,0.100000001,0
1/2/20 1:00,2,1,-4.472695506,-5.388133105,0.100000001,0
1/2/20 2:00,2,2,-5.434146525,-5.983267914,0.100000001,0
1/2/20 3:00,2,3,-5.948031689,-6.544329727,0.100000001,0
1/2/20 4:00,2,4,-6.294637764,-7.13769456,0.100000001,0
1/2/20 5:00,2,5,-6.694641449,-7.87114149,0.100000001,0
1/2/20 6:00,2,6,-6.803140631,-8.367111599,0.100000001,0
1/2/20 7:00,2,7,-6.916275219,-8.877985007,0.100000001,0
1/2/20 8:00,2,8,-6.483577806,-7.772059533,0.100000001,47.56066933
1/2/20 9:00,2,9,-4.458295702,-2.258837851,0.352240727,307.3427419
1/2/20 10:00,2,10,-2.67416514,2.620193331,4.233381278,440.087058
1/2/20 11:00,2,11,-1.590887986,4.950131742,6.406286034,570.6162777
1/2/20 12:00,2,12,-0.77200667,5.98367995,7.264289914,577.9309316
1/2/20 13:00,2,13,-0.439018377,5.92656171,7.07257146,530.2460749
1/2/20 14:00,2,14,0.410578965,6.24674785,6.687710667,485.6891429
1/2/20 15:00,2,15,-0.602639251,4.082985377,4.723936857,365.2409697
1/2/20 16:00,2,16,-1.353093362,1.967105665,2.765128391,217.4684278
1/2/20 17:00,2,17,-2.039506966,0.903089595,1.965949532,20.61359024
1/2/20 18:00,2,18,-3.109234781,-3.630512559,-1.914859392,0
1/2/20 19:00,2,19,-3.910979712,-5.287646644,0.100000001,0
1/2/20 20:00,2,20,-5.368828361,-7.379784111,0.100000001,0
1/2/20 21:00,2,21,-5.680224,-7.919293244,0.100000001,0
1/2/20 22:00,2,22,-5.693387665,-7.951573131,0.100000001,0
1/2/20 23:00,2,23,-6.11291909,-8.370751237,0.100000001,0
1/3/20 0:00,3,0,-6.851078079,-9.197905654,0.100000001,0
1/3/20 1:00,3,1,-7.465081137,-9.979611223,0,0
1/3/20 2:00,3,2,-8.100651479,-10.77361211,-5.447113922,0
1/3/20 3:00,3,3,-8.165117949,-10.89076152,-5.593442153,0
1/3/20 4:00,3,4,-8.266753737,-11.03595849,-5.725454529,0
1/3/20 5:00,3,5,-8.353464804,-10.62289736,-8.332332065,0
1/3/20 6:00,3,6,-8.229608618,-10.20562472,-7.89923415,0
1/3/20 7:00,3,7,-8.31351741,-10.57673388,-8.208268635,0
1/3/20 8:00,3,8,-7.797000925,-9.920021862,-7.592231037,48.1429796
1/3/20 9:00,3,9,-5.026865649,-2.450010623,-1.482650493,314.5524635
1/3/20 10:00,3,10,-2.481306099,6.478068919,6.103736285,450.238243
1/3/20 11:00,3,11,-1.265654229,10.38730769,10.34176508,581.2611917
1/3/20 12:00,3,12,-0.012640329,14.22260807,13.17564686,626.2675815
1/3/20 13:00,3,13,1.16603256,15.61934541,14.42608094,606.6043637
1/3/20 14:00,3,14,1.963078089,15.8246575,14.17966184,523.6329084
1/3/20 15:00,3,15,2.319724614,15.62586022,13.17979225,375.9196117
