datetime,julian,hour,Ta_shade,Ta_sun,Tg_avg,SOLR_wm2
1/1/20 0:00,1,0,-3.487020039,-7.401393599,-0.780507995,0
1/1/20 1:00,1,1,-3.99551364,-8.063417611,-1.020447821,0
1/1/20 2:00,1,2,-3.634051424,-9.075325212,-0.88905091,0
1/1/20 3:00,1,3,-3.275236837,-10.2418072,-0.484260537,0
1/1/20 4:00,1,4,-2.21879036,-9.607325098,-0.260686059,0
1/1/20 5:00,1,5,-1.873214397,-9.302338368,-0.012206001,0
1/1/20 6:00,1,6,-1.557004189,-8.928809765,0.063286523,0
1/1/20 7:00,1,7,-2.742013999,-7.932044563,-0.389088871,0
1/1/20 8:00,1,8,-3.113512519,-6.769542534,-0.652157518,54.17919421
1/1/20 9:00,1,9,-0.60224147,2.37911909,2.547140031,320.4152731
1/1/20 10:00,1,10,2.4612703,12.94451955,10.79303075,452.30766
1/1/20 11:00,1,11,4.087891199,18.96338774,16.20138414,570.1622877
1/1/20 12:00,1,12,4.997201226,19.80874878,17.90034185,597.1048427
1/1/20 13:00,1,13,5.361535747,17.56145208,16.45656078,557.255106
1/1/20 14:00,1,14,5.562761238,16.02535638,14.73812618,455.6176539
1/1/20 15:00,1,15,5.156170535,13.19539699,12.15440811,311.5277772
1/1/20 16:00,1,16,4.843519438,10.52260748,9.405258938,166.1026503
1/1/20 17:00,1,17,4.370167107,8.953911132,8.187847819,14.76818311
1/1/20 18:00,1,18,3.087474103,3.95767955,4.099748044,0
1/1/20 19:00,1,19,2.305475761,2.700301278,3.277309481,0
1/1/20 20:00,1,20,1.570028201,1.936847098,3.009625145,0
1/1/20 21:00,1,21,1.532695595,1.861161861,2.684904756,0
1/1/20 22:00,1,22,1.855283757,2.213775334,2.812769882,0
1/1/20 23:00,1,23,1.635185804,1.772212825,2.678514166,0
1/2/20 0:00,2,0,1.057758867,0.834035581,1.869832399,0
1/2/20 1:00,2,1,0.672425078,-0.271556218,0.905551803,0
1/2/20 2:00,2,2,-0.162598307,-1.081835775,0.488424361,0
1/2/20 3:00,2,3,-0.279534084,-0.70385083,0.515294644,0
1/2/20 4:00,2,4,-0.862926904,-1.586468274,-0.030807722,0
1/2/20 5:00,2,5,-0.816976015,-1.354969171,0.088531324,0
1/2/20 6:00,2,6,-0.856291602,-1.628182487,-0.148979532,0
1/2/20 7:00,2,7,-1.023986043,-2.212010113,-0.551765515,0
1/2/20 8:00,2,8,-1.05146426,-1.861560577,-0.35513533,48.50922659
1/2/20 9:00,2,9,-0.407604595,2.550189139,3.479707095,267.9339266
1/2/20 10:00,2,10,1.006430988,7.466402072,7.843365873,373.3153318
1/2/20 11:00,2,11,1.622975691,10.40723448,10.9417329,502.1746288
1/2/20 12:00,2,12,2.087390454,11.40820368,12.01655525,461.9505869
1/2/20 13:00,2,13,2.494037584,11.15514609,11.40297644,426.9621452
1/2/20 14:00,2,14,3.058002506,11.26483255,10.92978197,384.1368373
1/2/20 15:00,2,15,2.15342591,8.581433614,8.974723651,258.0719739
1/2/20 16:00,2,16,1.353342132,5.680579022,6.225311189,158.6652746
1/2/20 17:00,2,17,0.889233011,4.378599402,4.849655114,16.7017259
1/2/20 18:00,2,18,0.16332813,-0.007973008,0.760960142,0
1/2/20 19:00,2,19,-0.794212487,-2.206539856,-0.879229037,0
1/2/20 20:00,2,20,-1.992888188,-4.182620192,-2.009157746,0
1/2/20 21:00,2,21,-2.504987834,-5.232140991,-0.282905433,0
1/2/20 22:00,2,22,-2.820795143,-6.233110496,-0.441726372,0
1/2/20 23:00,2,23,-3.322544504,-7.108799346,-0.610850922,0
1/3/20 0:00,3,0,-3.781280599,-7.825323818,0.100000001,0
1/3/20 1:00,3,1,-4.334714376,-8.527822123,0.100000001,0
1/3/20 2:00,3,2,-4.777544816,-9.14783086,0.100000001,0
1/3/20 3:00,3,3,-5.159134716,-9.613718883,0.100000001,0
1/3/20 4:00,3,4,-4.894193917,-9.589532405,0.100000001,0
1/3/20 5:00,3,5,-4.493057377,-9.293799843,0.100000001,0
1/3/20 6:00,3,6,-4.464411159,-9.159382671,0.100000001,0
1/3/20 7:00,3,7,-4.978423836,-9.439929736,0.100000001,0
1/3/20 8:00,3,8,-4.736153992,-8.125631465,0.100000001,54.5975416
1/3/20 9:00,3,9,-2.672073835,-0.891498437,0.703419434,328.6317612
1/3/20 10:00,3,10,-0.36682209,7.62600248,6.785777903,460.9089513
1/3/20 11:00,3,11,0.850189517,12.61786489,11.50950179,580.8346333
1/3/20 12:00,3,12,1.872946981,15.41547649,14.04926883,607.7013553
1/3/20 13:00,3,13,3.079824102,16.84377944,14.93108761,565.740418
1/3/20 14:00,3,14,3.711829073,16.4473828,14.38236271,465.5142078
1/3/20 15:00,3,15,3.686883306,14.80589715,12.62338899,317.582903
1/3/20 16:00,3,16,3.259999451,11.63979815,9.732701228,177.7253089
1/3/20 17:00,3,17,1.999614249,7.885584217,7.938530241,17.57270038
1/3/20 18:00,3,18,-0.528496031,-0.180252413,0.544264746,0
1/3/20 19:00,3,19,-1.900528432,-2.597360145,-1.920045611,0
1/3/20 20:00,3,20,-2.767953892,-3.772540458,-1.886522438,0
1/3/20 21:00,3,21,-3.370634733,-4.47202663,0.100000001,0
1/3/20 22:00,3,22,-3.824808224,-5.414416386,0.100000001,0
1/3/20 23:00,3,23,-4.27555043,-6.146819637,0.100000001,0
1/4/20 0:00,4,0,-4.784911526,-6.797687413,0.100000001,0
1/4/20 1:00,4,1,-5.187738319,-7.25972318,0,0
1/4/20 2:00,4,2,-5.175445856,-7.279567578,-4.003992637,0
1/4/20 3:00,4,3,-5.485050249,-7.568314867,-4.093215403,0
1/4/20 4:00,4,4,-5.117039816,-7.262443277,-4.112653452,0
1/4/20 5:00,4,5,-5.09027107,-7.252770877,-4.130573702,0
1/4/20 6:00,4,6,-5.362356161,-7.378193513,-4.127245083,0
1/4/20 7:00,4,7,-5.724185064,-7.678843647,-4.194568265,0
1/4/20 8:00,4,8,-4.765694403,-5.586030298,-2.798934002,53.14723927
1/4/20 9:00,4,9,-1.190596539,1.755321772,2.023083045,323.3134009
1/4/20 10:00,4,10,1.2321359,7.177713584,6.159868754,455.2277586
1/4/20 11:00,4,11,2.277147575,9.720593881,8.781541427,574.6496654
1/4/20 12:00,4,12,3.425411623,11.49463852,10.18438217,602.982487
1/4/20 13:00,4,13,4.48525294,12.97181645,11.20498882,561.9555029
1/4/20 14:00,4,14,5.698186947,14.1088777,11.64024437,460.0342331
1/4/20 15:00,4,15,5.835138624,15.37842366,12.13712639,312.373348
1/4/20 16:00,4,16,5.636080382,13.68407546,10.80400889,176.5220874
1/4/20 17:00,4,17,5.072359616,11.56081844,9.731846769,18.04963452
1/4/20 18:00,4,18,3.546031211,4.982207353,3.8207915,0
1/4/20 19:00,4,19,2.389166943,2.107510073,1.647649004,0
1/4/20 20:00,4,20,0.750531969,-0.231117262,0.350461314,0
1/4/20 21:00,4,21,0.332048335,-0.830231531,-0.458870499,0
1/4/20 22:00,4,22,-0.400341663,-1.751187223,-0.965181624,0
1/4/20 23:00,4,23,-2.025576734,-3.594303349,-2.107621741,0
1/5/20 0:00,5,0,-3.189968736,-5.025024122,0.100000001,0
1/5/20 1:00,5,1,-3.464905493,-5.459733642,0.100000001,0
1/5/20 2:00,5,2,-3.236885092,-5.089152294,0.100000001,0
1/5/20 3:00,5,3,-3.800970576,-5.608239629,0.100000001,0
1/5/20 4:00,5,4,-3.72609682,-5.548176238,0.100000001,0
1/5/20 5:00,5,5,-3.299145652,-5.197168625,0.100000001,0
1/5/20 6:00,5,6,-2.687356046,-4.660189944,0.100000001,0
1/5/20 7:00,5,7,-2.672133504,-4.625810081,0.100000001,0
1/5/20 8:00,5,8,-3.103056251,-4.431084842,0.100000001,54.82463736
1/5/20 9:00,5,9,-0.727349812,1.660372657,1.768738307,335.3136782
1/5/20 10:00,5,10,2.778307972,9.210438965,7.177149358,468.0974849
1/5/20 11:00,5,11,4.262139124,13.59542103,11.36715549,591.5184288
1/5/20 12:00,5,12,5.83132769,17.01296178,14.02653128,619.7628739
1/5/20 13:00,5,13,6.832726677,19.95104391,15.9561104,577.8611836
1/5/20 14:00,5,14,7.656531918,22.04731693,16.91388775,477.0458816
1/5/20 15:00,5,15,7.67265872,20.4499892,15.56424413,326.9812137
1/5/20 16:00,5,16,7.282450217,16.90948036,12.64461352,186.0781485
1/5/20 17:00,5,17,7.600498263,13.82143695,10.86712728,19.52636385
1/5/20 18:00,5,18,5.580855983,7.080987167,4.886282025,0
1/5/20 19:00,5,19,3.665444577,3.717467691,2.988227415,0
1/5/20 20:00,5,20,2.427626814,1.461311253,1.687352888,0
1/5/20 21:00,5,21,2.074340684,0.538166814,0.965048138,0
1/5/20 22:00,5,22,1.469044535,-0.507889592,0.326585808,0
1/5/20 23:00,5,23,1.050816294,-1.245866524,-0.30882992,0
1/6/20 0:00,6,0,0.950508476,-1.889257087,-0.920256479,0
1/6/20 1:00,6,1,0.621602671,-2.469680071,0.534895048,0
1/6/20 2:00,6,2,0.394934086,-3.018092188,0.394224638,0
1/6/20 3:00,6,3,-0.229060695,-3.660292529,0.21874828,0
1/6/20 4:00,6,4,-0.323378688,-3.909421865,0.106185124,0
1/6/20 5:00,6,5,-1.102666777,-4.905379169,-0.002057886,0
1/6/20 6:00,6,6,-2.050154576,-4.676268699,-0.460828307,0
1/6/20 7:00,6,7,-2.837817386,-5.180193056,0.100000001,0
1/6/20 8:00,6,8,-1.968914435,-3.724945123,0.100000001,53.98324628
1/6/20 9:00,6,9,0.688327587,3.536880884,2.398515537,333.8041398
