"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c..1.00834454508906..0.100000001490116.",2021-02-07 03:00:00,38,3,1.18857672758025,0.571377232297226,-0.454172271799474,0
"c.0.100000001490116..0.100000001490116..82",2021-02-07 04:00:00,38,4,0.748609961274011,0.187246717550711,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..83",2021-02-07 05:00:00,38,5,0.76940269676099,0.388325034410659,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..84",2021-02-07 06:00:00,38,6,1.13843417104688,0.788296139011973,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..85",2021-02-07 07:00:00,38,7,1.36884889629292,1.02143820760616,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..86",2021-02-07 08:00:00,38,8,2.67471149200731,2.46159485509873,0.100000001490116,46.0566623878015
"c.0.0676739015855433..5.02425200174367.",2021-02-07 09:00:00,38,9,5.21351701820987,5.78258180942009,2.54596295166461,322.912464979101
"c.2.44698694050767..11.9894076871186.",2021-02-07 10:00:00,38,10,9.38009388547517,10.5448794706303,7.21819731381315,442.728455274341
"c.4.00841725449592..15.3827378259097.",2021-02-07 11:00:00,38,11,11.045285323077,12.2879228140595,9.69557754020283,593.692793323689
"c.4.65551740556285..16.7410192896823.",2021-02-07 12:00:00,38,12,11.8101743709896,13.0396259691027,10.6982683476226,665.167350207017
"c.5.16373466044269..17.498270532398.",2021-02-07 13:00:00,38,13,13.5447328043045,14.745809444882,11.3310025964204,672.505398836424
"c.5.07265766418634..20.4693154878216.",2021-02-07 14:00:00,38,14,14.2904752702621,15.6321969175385,12.770986576004,609.792643653902
"c.4.81986364137332..22.398261261088.",2021-02-07 15:00:00,38,15,14.6368091590807,16.1174731848581,13.6090624512307,466.236677868212
"c.4.35830281238819..19.147424758568.",2021-02-07 16:00:00,38,16,14.6085328465139,15.8331188829674,11.7528637854781,326.087574772855
"c.4.72389612754911..18.2009252784007.",2021-02-07 17:00:00,38,17,13.8182197523201,15.0166501088581,11.4624107029749,55.0935139883757
"c.2.73745548754888..6.39658636195905.",2021-02-07 18:00:00,38,18,10.8032277811976,11.1457196377952,4.56702092475396,0
"c.2.09673696327292..4.25233539923289.",2021-02-07 19:00:00,38,19,8.83472292343568,9.03599799706704,3.1745361812529,0
"c.0.768578586932375..2.37132495550662.",2021-02-07 20:00:00,38,20,6.25142182943479,6.39667852831225,1.5699517712195,0
"c..0.322575967460486..0.166355929032912.",2021-02-07 21:00:00,38,21,4.66014419664993,4.70919460021675,-0.0781100192137865,0
"c..0.729598801073971...1.37733409618186.",2021-02-07 22:00:00,38,22,4.33942406221804,4.27424459568827,-1.05346644862792,0
"c..1.08724623757924...1.20693473543265.",2021-02-07 23:00:00,38,23,3.18950606440146,3.17739280593621,-1.14709048650594,0
"c.0.122952002041742..1.30696254214127.",2021-02-08 00:00:00,39,0,6.50713145440189,6.6307245894297,0.714957272091504,0
"c.0.505039184142416..1.15487717362867.",2021-02-08 01:00:00,39,1,6.41186296635983,6.48166239682033,0.829958178885545,0
"c.0.29776756907222...1.22055008704373.",2021-02-08 02:00:00,39,2,6.00214398195131,5.8344263423241,-0.461391258985757,0
"c..0.737212065582045...2.4561165642148.",2021-02-08 03:00:00,39,3,4.46722449541474,4.28498548249967,-1.59666431489842,0
"c..2.00653227345901...3.86235008694329.",2021-02-08 04:00:00,39,4,1.70873299371811,1.52616154402892,-2.93444118020115,0
"c.0.100000001490116..0.100000001490116..87",2021-02-08 05:00:00,39,5,1.86887869953257,1.64799502325772,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..88",2021-02-08 06:00:00,39,6,1.54902505250424,1.31184580453642,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..89",2021-02-08 07:00:00,39,7,1.64407437860868,1.4256587094002,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..90",2021-02-08 08:00:00,39,8,2.94461665425873,2.82925722254853,0.100000001490116,46.5428223574448
"c.0.594268110734484..5.82272452212107.",2021-02-08 09:00:00,39,9,5.75053272732347,6.31428085098546,3.20849631642777,325.091898606912
"c.3.02933110325218..12.0066898753558.",2021-02-08 10:00:00,39,10,9.71320202340773,10.6836629817692,7.51801048930401,444.353597198062
"c.4.07603597142685..16.4521978107821.",2021-02-08 11:00:00,39,11,10.4223692366142,11.7116920169309,10.2641168911045,594.806309245194
"c.4.74658375341972..21.6803770325623.",2021-02-08 12:00:00,39,12,11.3105659537067,13.0049557055852,13.213480392991,666.020157128593
"c.5.72796008659026..29.0148781737605.",2021-02-08 13:00:00,39,13,13.8199023929572,16.1019418832917,17.3714191301754,674.180820172579
"c.5.80646638537492..29.8621186543195.",2021-02-08 14:00:00,39,14,14.5330966370429,16.8065954151285,17.8342925198472,612.058527024533
"c.5.9628173066431..26.7610535834905.",2021-02-08 15:00:00,39,15,15.0281833594147,17.0175892574331,16.3619354450668,468.832917542931
"c.5.89282815012578..21.6070918620131.",2021-02-08 16:00:00,39,16,14.9466016422112,16.4281622555859,13.7499600060694,328.902610590482
"c.6.64111707004494..20.0869328383476.",2021-02-08 17:00:00,39,17,14.5536974527226,15.9046348107177,13.3640249541963,56.1537192170115
"c.5.61443307422685..6.65337586414212.",2021-02-08 18:00:00,39,18,11.383292644672,11.4891640791399,6.13390446918448,0
"c.4.48591803892063..3.3971106037786.",2021-02-08 19:00:00,39,19,9.06271400404834,8.94891684039748,3.94151432134962,0
"c.2.72317918059509..0.748514121051204.",2021-02-08 20:00:00,39,20,6.08757475039346,5.87874859512716,1.73584665082315,0
"c.1.30831117636048...1.16462961380867.",2021-02-08 21:00:00,39,21,4.42014514818948,4.16009166301334,0.071840781275908,0
"c.1.0229861758892...1.39570484108159.",2021-02-08 22:00:00,39,22,4.45628375389852,4.20404470713198,-0.186359332596195,0
"c.0.657730849021867...1.82115509624097.",2021-02-08 23:00:00,39,23,3.92060207510789,3.66346532213547,-0.58171212360955,0
"c.0.617022564319171...1.91251134285484.",2021-02-09 00:00:00,40,0,4.10245967974823,3.83167428632353,-0.647744389267835,0
"c.0.0723680122888792...2.44313171513637.",2021-02-09 01:00:00,40,1,3.1759936153494,2.91509595687874,-1.18538185142375,0
"c..0.348811736110621...2.62899267314406.",2021-02-09 02:00:00,40,2,2.85130336378813,2.61417511895479,-1.48890220462734,0
"c..1.23911167577389...3.87874391768752.",2021-02-09 03:00:00,40,3,1.1658254074836,0.867828715982147,-2.55892779673071,0
"c..1.39339808741981..0.100000001490116.",2021-02-09 04:00:00,40,4,1.58702355506151,1.32817851523609,-0.646699042964845,0
"c..1.40423178633888..0.100000001490116.",2021-02-09 05:00:00,40,5,1.59509982892829,1.32235529128171,-0.652115892424384,0
"c..1.46689868366353..0.100000001490116.",2021-02-09 06:00:00,40,6,1.55473244828282,1.28917622379167,-0.683449341086707,0
"c..1.65255600257897..0.100000001490116.",2021-02-09 07:00:00,40,7,1.77871079330588,1.52293166367107,-0.776278000544427,0
"c..0.379270462270166..0.100000001490116.",2021-02-09 08:00:00,40,8,3.77000306518178,3.6333410305418,-0.139635230390025,46.2442556657193
"c.2.44044800701137..7.36921370479673.",2021-02-09 09:00:00,40,9,9.04343256643063,9.56537587160363,4.90483085590405,322.223088430194
"c.3.99532568919961..11.1822267931999.",2021-02-09 10:00:00,40,10,10.2398216510939,10.9537423254653,7.58877624119976,440.587626457556
"c.4.44986390772297..14.970115764563.",2021-02-09 11:00:00,40,11,10.6990626614331,11.7467630260212,9.70998983614301,590.856482376016
"c.5.06699974509375..18.1629838704309.",2021-02-09 12:00:00,40,12,11.972300493854,13.2056562309606,11.6149918077623,663.428654887735
"c.6.21775454976321..25.9404022733547.",2021-02-09 13:00:00,40,13,13.9100997071613,15.6690639768059,16.079078411559,673.666546279937
"c.6.89565973073764..28.8751069084597.",2021-02-09 14:00:00,40,14,14.874143859864,16.8005079813353,17.8853833195987,609.169370045642
"c.8.77142795096667..27.0206874351327.",2021-02-09 15:00:00,40,15,15.3668115742857,16.9881109259278,17.8960576930497,466.16985067142
"c.10.4463537557463..23.7625201120161.",2021-02-09 16:00:00,40,16,15.7203685080688,16.8842773962919,17.1044369338812,319.851983660936
"c.11.5469365273506..23.1414639284462.",2021-02-09 17:00:00,40,17,15.1307588885167,16.2219570058934,17.3442002278984,54.9323982683705
"c.9.18878856776773..12.2411904448551.",2021-02-09 18:00:00,40,18,12.8074297005333,13.1414734925644,10.7149895063114,0
"c.6.99648239616374..8.93299676929615.",2021-02-09 19:00:00,40,19,10.5418001987025,10.7521143401901,7.96473958272994,0
"c.4.98907240414783..6.15248770718442.",2021-02-09 20:00:00,40,20,7.77039361018331,7.89480355614439,5.57078005566613,0
"c.4.06838616412037..5.03690025277484.",2021-02-09 21:00:00,40,21,7.41998836458624,7.520671737706,4.5526432084476,0
"c.3.00975531447937..2.52257160157177.",2021-02-09 22:00:00,40,22,6.13708514351475,6.08619364495349,2.76616345802557,0
"c.2.14869391309083..0.703892518257654.",2021-02-09 23:00:00,40,23,5.14981111009147,5.00400075436647,1.42629321567424,0
"c.1.43928226665218...0.396274828222607.",2021-02-10 00:00:00,41,0,4.16437473925103,3.98108915317409,0.521503719214788,0
"c.1.72507547381221..1.12014271892962.",2021-02-10 01:00:00,41,1,4.72794644339798,4.66667690556267,1.42260909637092,0
"c.1.36028508967801..1.49981830718083.",2021-02-10 02:00:00,41,2,3.83853659943293,3.85267742143091,1.43005169842942,0
"c.1.78050925862604..1.7600813631187.",2021-02-10 03:00:00,41,3,5.45466583103158,5.45272568810002,1.77029531087237,0
"c.1.72848214481051..1.450636787402.",2021-02-10 04:00:00,41,4,5.27143374037788,5.24228334339018,1.58955946610625,0
"c.1.59739028376825..0.619115516604134.",2021-02-10 05:00:00,41,5,5.26493349527431,5.1695242872049,1.10825290018619,0
"c.0.345651884572652...1.63768430399493.",2021-02-10 06:00:00,41,6,2.45424871157081,2.25188351881379,-0.646016209711138,0
"c..0.225650374417325...1.70509232055981.",2021-02-10 07:00:00,41,7,2.28696438318252,2.13889907184598,-0.965371347488565,0
"c.0.511903559481038..1.02347196343593.",2021-02-10 08:00:00,41,8,3.30501343703341,3.35637203737819,0.767687761458482,42.8318239059292
"c.2.5453396084691..8.35507694444217.",2021-02-10 09:00:00,41,9,6.15500423801837,6.73195926027056,5.45020827645564,292.917625252216
"c.4.43205354452533..13.9931008764998.",2021-02-10 10:00:00,41,10,9.8885060903953,10.8693545277895,9.21257721051255,381.910949635784
"c.4.7442956550265..18.4340119393547.",2021-02-10 11:00:00,41,11,10.0909319331049,11.4078590144369,11.5891537971906,484.868973438196
"c.5.65651290399628..24.7771060466407.",2021-02-10 12:00:00,41,12,11.1015156779297,12.8780763250615,15.2168094753185,539.073254954193
"c.7.18110287823583..26.795962011896.",2021-02-10 13:00:00,41,13,12.5677085687779,14.3485676298165,16.9885324450659,485.825889965695
"c.7.98479729820865..26.315370904833.",2021-02-10 14:00:00,41,14,12.1747435427371,13.825121663714,17.1500841015208,462.56544691786
"c.9.30672145545138..24.3750307175115.",2021-02-10 15:00:00,41,15,13.0509760584959,14.4692677923318,16.8408760864814,363.878167415813
"c.9.35678881574115..19.5330426715701.",2021-02-10 16:00:00,41,16,12.9165638074823,13.848992842347,14.4449157436556,240.765624231022
"c.9.52882293444281..18.4077164762508.",2021-02-10 17:00:00,41,17,12.5017882324432,13.3540440716862,13.9682697053468,47.5589207917626
"c.7.45664022263435..7.99093409912071.",2021-02-10 18:00:00,41,18,10.7809190302452,10.835602379746,7.72378716087753,0
"c.6.00449013634263..5.76806731854153.",2021-02-10 19:00:00,41,19,8.97835838313828,8.95580362678135,5.88627872744208,0
"c.7.19931666822764..7.01911346483213.",2021-02-10 20:00:00,41,20,12.2147165330781,12.1973499701674,7.10921506652988,0
"c.7.19229731082072..6.68395118313432.",2021-02-10 21:00:00,41,21,12.4674762049945,12.4164781732097,6.93812424697752,0
"c.6.67580446691208..5.89415054161934.",2021-02-10 22:00:00,41,22,11.1981157682148,11.1181769691356,6.28497750426571,0
"c.6.15125635890466..5.30499971730637.",2021-02-10 23:00:00,41,23,10.4615554219636,10.3740673717503,5.72812803810552,0
"c.5.51719130775855..3.73206012177661.",2021-02-11 00:00:00,42,0,9.8611016858027,9.68487327981378,4.62462571476758,0
"c.5.03538750242634..2.66510824988489.",2021-02-11 01:00:00,42,1,9.24111087534325,9.01609780797602,3.85024787615561,0
"c.4.49729849865569..2.95892364518148.",2021-02-11 02:00:00,42,2,8.31604572144942,8.20489281259171,3.72811107191859,0
"c.3.61654307396893..0.816317896591783.",2021-02-11 03:00:00,42,3,5.15625901612486,4.85487895599964,2.21643048528036,0
"c.2.90398497585623...0.47766985452145.",2021-02-11 04:00:00,42,4,5.20010799563289,4.80876263133059,1.21315756066739,0
"c.2.41057290843706...1.30178485229213.",2021-02-11 05:00:00,42,5,5.00949775437851,4.52685944871488,0.554394028072468,0
"c.2.3019850979692...1.25996914549095.",2021-02-11 06:00:00,42,6,5.45151415407264,4.98744898587936,0.521007976239125,0
"c.2.40525059128001...1.10226183778268.",2021-02-11 07:00:00,42,7,5.94046268467124,5.47111319549174,0.651494376748667,0
"c.2.67751720541787..0.180138045349357.",2021-02-11 08:00:00,42,8,6.26957380372913,5.91680231471767,1.42882762538361,46.7038240053645
"c.5.29675332800508..12.0524828376356.",2021-02-11 09:00:00,42,9,10.397425474315,11.3517173962535,8.67461808282034,323.535835893108
"c.4.95489874108384..11.7943005040871.",2021-02-11 10:00:00,42,10,9.69374207323103,10.3016550192579,8.37459962258546,441.697808313805
"c.6.31894078715217..14.6322475495947.",2021-02-11 11:00:00,42,11,11.0333076363798,11.6777925852411,10.4755941683734,592.457762934599
"c.6.83748773698472..22.1655717038308.",2021-02-11 12:00:00,42,12,11.4353943628621,12.5977744648262,14.5015297204078,666.033722632407
"c.9.02026940450538..24.8667312538324.",2021-02-11 13:00:00,42,13,13.4603403512434,14.5406137776685,16.9435003291689,675.897817207776
"c.11.5749516856392..24.3578296210161.",2021-02-11 14:00:00,42,14,14.2687626297182,15.1050805828409,17.9663906533276,615.297409973983
"c.12.8228984313423..22.186910935792.",2021-02-11 15:00:00,42,15,14.9031160532794,15.5280608184323,17.5049046835672,473.846847774618
"c.12.7341578470825..21.2265359421502.",2021-02-11 16:00:00,42,16,14.5547046749198,15.3425600567736,16.9803468946164,337.059692921996
"c.11.6447753668061..20.2770085829091.",2021-02-11 17:00:00,42,17,14.1514681734564,14.8912729727549,15.9608919748576,59.4129081086758
"c.8.99726729193724..8.00613948251224.",2021-02-11 18:00:00,42,18,11.5159493599146,11.4321342851147,8.50170338722474,0
"c.7.0830062193203..5.04722810043087.",2021-02-11 19:00:00,42,19,9.25032038848891,9.06973739926337,6.06511715987559,0
"c.4.71691018317038..1.87277127485106.",2021-02-11 20:00:00,42,20,5.97621510861115,5.67109896071412,3.29484072901072,0
"c.3.29969780844903..0.565470134802553.",2021-02-11 21:00:00,42,21,5.06582741521185,4.78812290704939,1.93258397162579,0
"c.2.43117812729463...0.200255004210617.",2021-02-11 22:00:00,42,22,4.59839096069921,4.336069221905,1.11546156154201,0
"c.2.55742578551603...0.207244965234475.",2021-02-11 23:00:00,42,23,5.74177859902832,5.45378154643543,1.17509041014078,0
"c.2.14166732398662...1.12150332136757.",2021-02-12 00:00:00,43,0,5.00682780025512,4.6190909704417,0.510082001309528,0
"c.1.51388928853614...1.8628374376571.",2021-02-12 01:00:00,43,1,3.7580673378399,3.33703777029829,-0.174474074560478,0
"c.0.709661583745832...1.84840084784175.",2021-02-12 02:00:00,43,2,2.08313860256214,1.77859521594804,-0.56936963204796,0
"c.0.588473655285629...1.61422663701979.",2021-02-12 03:00:00,43,3,2.49716097223275,2.21985279289323,-0.512876490867078,0
"c.0.614452540698469...0.280033144829704.",2021-02-12 04:00:00,43,4,2.62586083556687,2.51676607843948,0.167209697934382,0
"c.1.4506440516645..1.235072149921.",2021-02-12 05:00:00,43,5,5.14384395566931,5.11758893873323,1.34285810079275,0
"c.1.7337231724661..1.78441785678625.",2021-02-12 06:00:00,43,6,5.36308008006034,5.36890695304626,1.75907051462618,0
"c.1.8271511208544..2.17064649640475.",2021-02-12 07:00:00,43,7,5.69837041968255,5.73515702766463,1.99889880862958,0
"c.2.13520310682271..3.83491470952077.",2021-02-12 08:00:00,43,8,6.59304028171641,6.77736695740094,2.98505890817174,40.042211889053
"c.4.56749280301565..10.3490298478473.",2021-02-12 09:00:00,43,9,10.3581300765558,10.9484753368118,7.45826132543149,253.339509898631
"c.5.39204890631634..12.2309857699489.",2021-02-12 10:00:00,43,10,11.9322201097658,12.5262249282817,8.81151733813264,316.773113944073
"c.5.12087712184388..13.4661673978561.",2021-02-12 11:00:00,43,11,9.65749620331958,10.402363864964,9.29352225985,245.721945634725
"c.6.88071411852369..17.7575085975817.",2021-02-12 12:00:00,43,12,12.6557682724031,13.6172362754925,12.3191113580527,332.397859334627
"c.9.13765517476893..26.8738490575352.",2021-02-12 13:00:00,43,13,14.9263886482179,16.4445549530953,18.005752116152,657.533014353486
"c.11.9536359874525..29.9425717623637.",2021-02-12 14:00:00,43,14,17.2929693804738,18.7462773885851,20.9481038749081,606.015471025468
"c.14.3642653956483..28.0183760598851.",2021-02-12 15:00:00,43,15,18.0258390658968,19.1275444829868,21.1913207277667,461.374582125608
"c.14.7361368615003..24.0841780189954.",2021-02-12 16:00:00,43,16,17.7479291891422,18.5050508491854,19.4101574402478,270.492664853381
"c.14.8346140097115..23.3751704326083.",2021-02-12 17:00:00,43,17,13.8516785303572,14.6001874685662,19.1048922211599,41.0639760430238
"c.12.1844401188761..14.1229006859043.",2021-02-12 18:00:00,43,18,16.0541285753511,16.2351510407457,13.1536704023902,0
"c.11.0683607902573..12.3423712468641.",2021-02-12 19:00:00,43,19,15.0019937468751,15.1123667047111,11.7053660185607,0
"c.9.73030168376584..10.8040052225544.",2021-02-12 20:00:00,43,20,12.8389278132057,12.9137074586035,10.2671534531601,0
"c.10.0450990321211..9.94968307451012.",2021-02-12 21:00:00,43,21,11.8184676707377,11.8137916870787,9.99739105331563,0
"c.9.55758330777407..8.32809867104841.",2021-02-12 22:00:00,43,22,10.720491251637,10.6056923678422,8.94284098941124,0
"c.7.53202935908733..5.59367746359527.",2021-02-12 23:00:00,43,23,9.25612361057617,9.03514647560248,6.5628534113413,0
"c.6.5397916561412..3.60463611381696.",2021-02-13 00:00:00,44,0,9.4815752249355,9.06696489755631,5.07221388497908,0
"c.4.86163537861182..2.48730757859632.",2021-02-13 01:00:00,44,1,7.33777286399753,7.01399874595812,3.67447147860407,0
"c.3.53872583861421..0.940912299165783.",2021-02-13 02:00:00,44,2,3.96573683464689,3.6232537120843,2.23981906889,0
"c.2.40225637063156...0.721857001369653.",2021-02-13 03:00:00,44,3,0.946960222385063,0.507815092968718,0.840199684630953,0
"c.1.21113413099153...1.63387587103253.",2021-02-13 04:00:00,44,4,-0.038432897878829,-0.365835639521168,-0.211370870020499,0
"c.0.652605800321812...1.62151328788433.",2021-02-13 05:00:00,44,5,1.11844544322765,0.8475235218859,-0.48445374378126,0
"c.1.37423929617449...1.83512431988008.",2021-02-13 06:00:00,44,6,1.22155948655822,0.800066879562479,-0.230442511852799,0
"c.0.538870830049481...2.32358526437945.",2021-02-13 07:00:00,44,7,0.215536104974213,-0.146793585815286,-0.892357217164985,0
"c.0.79204185637019...0.872958862913034.",2021-02-13 08:00:00,44,8,1.13490400283763,0.924308445172872,-0.040458503271422,49.2540125947713
"c.2.39394970976747..8.28783293908569.",2021-02-13 09:00:00,44,9,3.50695348525768,4.28384577793778,5.34089132442658,333.111277116072
"c.3.93467940401828..13.6329925420598.",2021-02-13 10:00:00,44,10,7.07991203272372,8.12753296014298,8.78383597303905,444.854763752985
"c.4.11039713946239..13.0070132806433.",2021-02-13 11:00:00,44,11,7.75691988705404,8.5669344465062,8.55870521005286,513.285720969061
"c.4.0761699633166..12.587383643413.",2021-02-13 12:00:00,44,12,8.22382887753428,8.97782471945708,8.33177680336482,493.527358227205
"c.5.15219094175195..14.0593325685174.",2021-02-13 13:00:00,44,13,9.95920285619277,10.7083031607525,9.6057617551347,586.29374781858
"c.6.25850966373457..13.8193737396828.",2021-02-13 14:00:00,44,14,13.7718667230326,14.3769133073945,10.0389417017087,501.578498591753
"c.6.28186648455346..13.043984569763.",2021-02-13 15:00:00,44,15,14.7248339829501,15.2741800271476,9.66292552715824,404.635444107984
"c.6.53647309799394..12.1400288171032.",2021-02-13 16:00:00,44,16,15.2738312169041,15.6850257672237,9.33825095754857,345.947681791309
"c.6.39466292179473..15.5995149234654.",2021-02-13 17:00:00,44,17,14.7841792808313,15.4874754306225,10.9970889226301,61.1681523578933
"c.5.41969328103758..10.1020759018627.",2021-02-13 18:00:00,44,18,14.2006293080744,14.5581968479695,7.76088459145012,0
"c.4.79540514236693..7.78221389331082.",2021-02-13 19:00:00,44,19,12.8060786858014,13.0338922845853,6.28880951783888,0
"c.3.89144191822266..5.64082938191771.",2021-02-13 20:00:00,44,20,9.68057233482995,9.81637507180588,4.76613565007018,0
"c.3.84130285755249..4.9223272481635.",2021-02-13 21:00:00,44,21,9.05886627447333,9.14545398548777,4.38181505285799,0
"c.3.47642307975743..4.3113402279144.",2021-02-13 22:00:00,44,22,8.22658145832566,8.29436638646269,3.89388165383591,0
"c.3.07681900555134..2.96180274727414.",2021-02-13 23:00:00,44,23,7.03749134588461,7.02801421955924,3.01931087641274,0
"c.2.81965782703098..2.24484784944038.",2021-02-14 00:00:00,45,0,6.22708548705243,6.17818134691205,2.53225283823568,0
"c.1.84246750847809..1.27491817139273.",2021-02-14 01:00:00,45,1,2.41823952750867,2.36801988264669,1.55869283993541,0
"c.2.5199658049979..2.51202201749831.",2021-02-14 02:00:00,45,2,4.44527081515012,4.44458643238011,2.51599391124811,0
"c.2.36784130762601..2.32672418646181.",2021-02-14 03:00:00,45,3,3.22940441453346,3.22572669645829,2.34728274704391,0
"c.2.12902112158649..2.15003475043907.",2021-02-14 04:00:00,45,4,2.63213364379864,2.63405456076331,2.13952793601278,0
"c.1.94522825860465..2.07495455349939.",2021-02-14 05:00:00,45,5,2.25985291661525,2.27195794376537,2.01009140605202,0
"c.2.07719590652928..2.00263902606982.",2021-02-14 06:00:00,45,6,2.91266102259504,2.90526298229028,2.03991746629955,0
"c.2.02491321342683..1.76366771076922.",2021-02-14 07:00:00,45,7,2.33560288567312,2.30995493233913,1.89429046209803,0
"c.1.44883719134665..1.90244635008174.",2021-02-14 08:00:00,45,8,2.48109237664204,2.5244804464895,1.6756417707142,32.6705568762363
"c.3.09290099475725..6.00419108804649.",2021-02-14 09:00:00,45,9,3.6736340589785,3.9400096982783,4.54854604140187,238.924305251862
"c.3.82395465265463..9.6772361671924.",2021-02-14 10:00:00,45,10,4.55857444844784,5.09093468466405,6.75059540992352,388.313185178163
"c.3.81535387517949..11.2368556550649.",2021-02-14 11:00:00,45,11,5.15518988962194,5.8284146537376,7.52610476512218,470.367341252893
"c.3.78040784414621..11.3783225575274.",2021-02-14 12:00:00,45,12,6.35385764164669,6.98708920736397,7.57936520083679,539.055717536336
"c.2.51589843362415..10.8910013279047.",2021-02-14 13:00:00,45,13,3.26158130935901,3.9389203981802,6.70344988076444,613.442566661081
"c.2.19018467131411..9.03154618414358.",2021-02-14 14:00:00,45,14,4.49674215167548,5.02788893001727,5.61086542772885,469.429702020695
"c.2.04234736724857..6.41136666090838.",2021-02-14 15:00:00,45,15,4.68079853671563,4.98964015485161,4.22685701407847,360.989933140752
"c.1.72159572641441..5.12201502590006.",2021-02-14 16:00:00,45,16,5.0129826965905,5.26802244746576,3.42180537615723,260.294502858722
"c.1.65076746463603..4.97560507783874.",2021-02-14 17:00:00,45,17,8.0487185420351,8.30694854455944,3.31318627123738,47.3499846139842
"c.2.09707976457468..2.63700496922864.",2021-02-14 18:00:00,45,18,7.70145851289578,7.75016255443853,2.36704236690166,0
"c.1.83559667426794..1.60450537705399.",2021-02-14 19:00:00,45,19,6.72299789113857,6.69612064018739,1.72005102566096,0
"c.1.08330136981974..0.289479842514218.",2021-02-14 20:00:00,45,20,3.4974292507757,3.40460503475155,0.686390606166977,0
"c..0.158432754817796...0.91699594532352.",2021-02-14 21:00:00,45,21,1.62941741998418,1.54293159188191,-0.537714350070658,0
"c..1.24543278527012...2.95955047873225.",2021-02-14 22:00:00,45,22,-2.65242690202644,-2.8474120602912,-2.10249163200119,0
"c.0.100000001490116..0.100000001490116..91",2021-02-14 23:00:00,45,23,-3.77289859301385,-4.0342259573796,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..92",2021-02-15 00:00:00,46,0,-4.8740118759812,-5.16989946679122,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..93",2021-02-15 01:00:00,46,1,-5.14212782673979,-5.44572002909587,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..94",2021-02-15 02:00:00,46,2,-5.49992049503925,-5.85536918200488,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..95",2021-02-15 03:00:00,46,3,-7.25246961668216,-7.65191886113569,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..96",2021-02-15 04:00:00,46,4,-7.06312524640273,-7.47424557693775,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..97",2021-02-15 05:00:00,46,5,-7.4269208904578,-7.87947398629724,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..98",2021-02-15 06:00:00,46,6,-7.18454012654483,-7.63829056037913,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..99",2021-02-15 07:00:00,46,7,-6.95085559935001,-7.46163465151703,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..100",2021-02-15 08:00:00,46,8,-5.24654663340653,-5.63445467905406,0.100000001490116,50.9997195162559
"c.0.100000001490116..1.44753306606051.",2021-02-15 09:00:00,46,9,-2.99083200001727,-2.48248820318203,0.773766533775313,347.598464323936
"c.0.100000001490116..10.0014324932826.",2021-02-15 10:00:00,46,10,1.07145868999313,2.44677039804621,5.05071624738635,465.046713803877
"c.0.508081509615419..11.7385521583053.",2021-02-15 11:00:00,46,11,1.76165249045855,2.90110797117577,6.12331683396035,615.233181175643
"c.0.633621889344464..11.2811129979569.",2021-02-15 12:00:00,46,12,2.8532651095385,3.76844718978308,5.95736744365069,684.64414943191
"c.1.63138681643999..11.7504078805538.",2021-02-15 13:00:00,46,13,5.25155783499054,6.07219310383796,6.6908973484969,682.492843864163
"c.1.84519811998077..10.311297864359.",2021-02-15 14:00:00,46,14,6.22348627398117,6.8789282613726,6.07824799216988,588.278999478813
"c.2.16878799043224..7.94421293506735.",2021-02-15 15:00:00,46,15,7.30063087559927,7.7029564784152,5.0565004627498,449.671386564634
"c.1.93475766029864..6.53066863776592.",2021-02-15 16:00:00,46,16,7.06449932496426,7.38728644993037,4.23271314903228,334.660857865984
"c.1.95538937607405..6.72040405762183.",2021-02-15 17:00:00,46,17,6.28371788386898,6.62328825513472,4.33789671684794,62.2267896407245
"c.0.730361715909225..2.65241662000025.",2021-02-15 18:00:00,46,18,5.20512034917265,5.37748433880417,1.69138916795474,0
"c..0.61902290084546..0.435276957125407.",2021-02-15 19:00:00,46,19,2.61988651985325,2.72125633226641,-0.0918729718600266,0
"c.0.100000001490116...1.29507973268001.",2021-02-15 20:00:00,46,20,0.619691639704466,0.64144624422372,-0.597539865594945,0
"c.0.100000001490116...1.62676966624589.",2021-02-15 21:00:00,46,21,0.239206117967604,0.286033341499303,-0.763384832377885,0
"c.0.100000001490116...2.57209574861077.",2021-02-15 22:00:00,46,22,-0.441809884204535,-0.443525535940026,-1.23604787356033,0
"c.0.100000001490116...2.32898938385892.",2021-02-15 23:00:00,46,23,-0.156249502448408,-0.120750627089491,-1.1144946911844,0
