"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c.18.6115530797757..26.7674401441708.",2021-09-07 11:00:00,250,11,26.2446424453746,26.7097374986196,22.6894966119733,824.760917741798
"c.18.9691257208453..45.1959426665983.",2021-09-07 12:00:00,250,12,26.6553211923024,28.9095032021734,32.0825341937218,889.26328141148
"c.19.0926439815049..57.1382685471069.",2021-09-07 13:00:00,250,13,27.6950647415348,31.9054586113699,38.1154562643059,887.557738183813
"c.19.0102353276935..58.8303062366705.",2021-09-07 14:00:00,250,14,28.1674710368116,32.7244879574684,38.920270782182,801.186325461512
"c.18.4157357809356..54.4558852429683.",2021-09-07 15:00:00,250,15,27.8969321542872,32.1720987921488,36.4358105119519,603.47588941258
"c.17.7736902614985..46.4725053364172.",2021-09-07 16:00:00,250,16,27.9188616884939,31.3097558617342,32.1230977989579,421.575788260616
"c.17.5828662031298..44.0292976247531.",2021-09-07 17:00:00,250,17,27.3511223375603,30.451027867011,30.8060819139415,214.584645140246
"c.17.0587235493873..29.4211324894303.",2021-09-07 18:00:00,250,18,28.0019183164209,29.4040108675207,23.2399280194088,29.197594861956
"c.15.6540823769185..23.1537203309202.",2021-09-07 19:00:00,250,19,25.1063335870294,25.9221168541609,19.4039013539194,0
"c.14.5263039793378..19.9215182165714.",2021-09-07 20:00:00,250,20,23.757079853531,24.3152903827569,17.2239110979546,0
"c.14.5858761631451..19.1584763272075.",2021-09-07 21:00:00,250,21,23.7705070789877,24.2672551325247,16.8721762451763,0
"c.14.254635843148..17.1658778795405.",2021-09-07 22:00:00,250,22,21.0356056422916,21.3498843375987,15.7102568613443,0
"c.14.4298212000395..16.2955583336772.",2021-09-07 23:00:00,250,23,19.5499087676215,19.7518127422622,15.3626897668583,0
"c.14.803856640855..16.6318385517355.",2021-09-08 00:00:00,251,0,20.5187332341229,20.7101361917317,15.7178475962952,0
"c.14.7907725155588..15.5261549353884.",2021-09-08 01:00:00,251,1,19.2763268031225,19.3661761376941,15.1584637254736,0
"c.14.5954710004804..15.1208461468448.",2021-09-08 02:00:00,251,2,19.7757210251035,19.838049353762,14.8581585736626,0
"c.14.3450226143671..14.1043583703225.",2021-09-08 03:00:00,251,3,18.3686924099875,18.3383062111147,14.2246904923448,0
"c.14.2564496664824..13.8786462720524.",2021-09-08 04:00:00,251,4,18.4858374716119,18.4386845107635,14.0675479692674,0
"c.13.8971106466195..13.3364782262714.",2021-09-08 05:00:00,251,5,17.6524544084242,17.5805164327243,13.6167944364454,0
"c.13.8638615855115..13.266061818414.",2021-09-08 06:00:00,251,6,18.0443995031764,17.9702494967278,13.5649617019628,1.33379360492637
"c.14.5422023599852..16.6789493724445.",2021-09-08 07:00:00,251,7,19.7043266136978,19.9678734149222,15.6105758662149,102.085533302327
"c.15.9037941217144..23.7864060878028.",2021-09-08 08:00:00,251,8,22.5688563044878,23.5997226440892,19.8451001047586,306.122857933844
"c.16.4250552815695..28.9326900214967.",2021-09-08 09:00:00,251,9,24.4078994813972,25.886276509117,22.6788726515331,512.95627925296
"c.16.6516117351649..38.7331221598786.",2021-09-08 10:00:00,251,10,25.5923873761677,27.903501613223,27.6923669475218,693.552800158008
"c.16.6187918728756..47.8194374011319.",2021-09-08 11:00:00,251,11,26.1527721207939,28.9930366072323,32.2191146370037,826.965469087072
"c.16.3017747064192..47.989558143211.",2021-09-08 12:00:00,251,12,26.1306098763668,28.6681924342359,32.1456664248151,840.861446932193
"c.16.382850581032..46.8520183798446.",2021-09-08 13:00:00,251,13,27.2913142296864,29.6879473200045,31.6174344804383,762.721462080139
"c.16.1811191137442..46.039390003786.",2021-09-08 14:00:00,251,14,27.7710357279345,30.1299369083873,31.1102545587651,708.404530122805
"c.16.2102539031782..45.0847638019929.",2021-09-08 15:00:00,251,15,27.9201552221936,30.326954495613,30.6475088525856,629.540019730904
"c.15.8454795847078..40.7727266073148.",2021-09-08 16:00:00,251,16,27.7649863964381,29.7473322996526,28.3091030960113,456.206199525052
"c.15.8912773465873..39.806026737356.",2021-09-08 17:00:00,251,17,26.8876241446682,28.9688120244146,27.8486520419717,223.905672444772
"c.14.8915006371168..27.2718683187839.",2021-09-08 18:00:00,251,18,25.4977350965086,26.622403934911,21.0816844779503,45.1305857974458
"c.14.8884313345494..22.9431288807759.",2021-09-08 19:00:00,251,19,25.647715725567,26.4637301552796,18.9157801076627,0
"c.14.8448656804365..20.4172638926783.",2021-09-08 20:00:00,251,20,23.6448744257565,24.2296396267434,17.6310647865574,0
"c.15.1657180876246..19.4845346069755.",2021-09-08 21:00:00,251,21,22.9168154141863,23.3839194551517,17.3251263473,0
"c.15.2395781313912..18.481320454571.",2021-09-08 22:00:00,251,22,21.6608222093607,22.010481334731,16.8604492929811,0
"c.15.0619528646173..17.7281938047525.",2021-09-08 23:00:00,251,23,20.9073799801681,21.1797052002551,16.3950733346849,0
"c.14.7144316662694..16.921649252732.",2021-09-09 00:00:00,252,0,20.1996049622863,20.420257016519,15.8180404595007,0
"c.14.4384211158546..16.2245672348143.",2021-09-09 01:00:00,252,1,19.6189787394546,19.799937643568,15.3314941753345,0
"c.14.0352134771004..15.4678172274218.",2021-09-09 02:00:00,252,2,19.0461695182731,19.193854046421,14.7515153522611,0
"c.13.4066131176587..14.5072500409603.",2021-09-09 03:00:00,252,3,18.4318728856329,18.5477030052676,13.9569315793095,0
"c.13.4191451617255..14.285036992757.",2021-09-09 04:00:00,252,4,18.7160589345961,18.8147205684035,13.8520910772412,0
"c.13.568158098691..14.1500318482947.",2021-09-09 05:00:00,252,5,18.5760269774304,18.643029164908,13.8590949734928,0
"c.13.7574210388532..14.3362662328541.",2021-09-09 06:00:00,252,6,18.9874147282101,19.0535663907452,14.0468436358536,1.18871448128899
"c.14.6793199051156..18.0854109386298.",2021-09-09 07:00:00,252,7,20.7863071155502,21.1826788396558,16.3823654218727,100.552696940485
"c.15.9574415768066..25.6347229163254.",2021-09-09 08:00:00,252,8,23.5037166180219,24.6142681206907,20.796082246566,306.616771031256
"c.16.6613039935182..33.8711557516054.",2021-09-09 09:00:00,252,9,24.5787716443253,26.3321337761545,25.2662298725618,511.314133926424
"c.17.0946532148353..42.8565175513463.",2021-09-09 10:00:00,252,10,25.4792978914691,27.8042512970176,29.9755853830908,693.823186163456
"c.16.7547450404371..48.1945875501354.",2021-09-09 11:00:00,252,11,25.9864164857829,28.6666405251911,32.4746662952863,827.32010633294
"c.16.9645578968198..50.1524949626125.",2021-09-09 12:00:00,252,12,26.3258072972532,29.0526945974124,33.5585264297162,878.251744449964
"c.16.5248643551256..51.4124479261233.",2021-09-09 13:00:00,252,13,27.409548985483,30.2318449254702,33.9686561406245,897.720261260178
"c.16.153042151842..49.868782932837.",2021-09-09 14:00:00,252,14,27.8636134290099,30.576781150967,33.0109125423395,808.330029195409
"c.15.4996852139503..45.2241429080864.",2021-09-09 15:00:00,252,15,27.4971724680386,29.8738181292866,30.3619140610183,657.550405253876
"c.15.4336453222676..39.667662722271.",2021-09-09 16:00:00,252,16,27.1932649274372,29.2043255972784,27.5506540222693,457.487532534013
"c.14.9905602453996..38.7195532140452.",2021-09-09 17:00:00,252,17,26.7321760385322,28.7907318644958,26.8550567297224,248.833676347727
"c.14.147269177053..26.3850484278475.",2021-09-09 18:00:00,252,18,25.4198619729592,26.6315088663822,20.2661588024503,48.617572422539
"c.13.4320451141389..20.864800602305.",2021-09-09 19:00:00,252,19,23.0930775168595,23.8188792962676,17.148422858222,0
"c.12.9771523810198..18.9537684766118.",2021-09-09 20:00:00,252,20,21.9057181875063,22.4874078885343,15.9654604288158,0
"c.13.0854759800849..18.1213194037063.",2021-09-09 21:00:00,252,21,21.56071581006,22.0840583558867,15.6033976918956,0
"c.13.2684760214497..17.6169277604464.",2021-09-09 22:00:00,252,22,21.3361914093428,21.7948169301336,15.4427018909481,0
"c.13.2177816276078..16.8896210703062.",2021-09-09 23:00:00,252,23,20.5369271888964,20.9402920537241,15.053701348957,0
"c.13.0351623806158..16.3694385762631.",2021-09-10 00:00:00,253,0,20.3432723176992,20.7106910503874,14.7023004784394,0
"c.13.1466323283912..16.0491642365275.",2021-09-10 01:00:00,253,1,20.3276216431706,20.6569484919869,14.5978982824594,0
