datetime,julian,hour,Ta_shade,Ta_sun,Tg_avg,SOLR_wm2
1/1/20 0:00,1,0,1.023688118,-4.95228537,1.079727273,0
1/1/20 1:00,1,1,0.530157393,-5.938169322,0.919507458,0
1/1/20 2:00,1,2,-0.060868033,-6.860710468,0.784460803,0
1/1/20 3:00,1,3,-1.14531347,-8.45306493,0.596128654,0
1/1/20 4:00,1,4,-1.004589154,-8.461839781,0.448699613,0
1/1/20 5:00,1,5,-1.265623399,-8.555567727,0.347553245,0
1/1/20 6:00,1,6,-1.348520345,-8.567216746,0.262248643,0
1/1/20 7:00,1,7,-1.486750311,-8.589031152,0.195188728,0
1/1/20 8:00,1,8,-1.465809636,-7.543559977,0.183269879,33.70083946
1/1/20 9:00,1,9,-0.194573585,-0.885766963,0.355607544,206.7174757
1/1/20 10:00,1,10,1.855643824,6.853445942,5.915046929,280.5291772
1/1/20 11:00,1,11,2.665298573,11.30737717,9.782112,338.267888
1/1/20 12:00,1,12,3.537628047,12.25672076,11.10754731,336.0605585
1/1/20 13:00,1,13,4.22508381,12.08355203,10.68973989,296.9740722
1/1/20 14:00,1,14,4.675611808,11.95381635,10.44181959,233.3461191
1/1/20 15:00,1,15,4.770886076,10.43710145,9.00900626,166.7023899
1/1/20 16:00,1,16,4.577639709,9.018216569,7.766446184,112.9379996
1/1/20 17:00,1,17,4.247516879,8.471722507,7.380423476,11.43789596
1/1/20 18:00,1,18,3.120010816,4.722492739,4.61664012,0
1/1/20 19:00,1,19,3.043800138,4.140785845,3.942439077,0
1/1/20 20:00,1,20,2.048271519,2.595500084,3.218142096,0
1/1/20 21:00,1,21,1.589450919,1.053778336,1.88848841,0
1/1/20 22:00,1,22,1.531001308,0.698040945,1.43643487,0
1/1/20 23:00,1,23,0.861484102,-0.410007031,0.85595096,0
1/2/20 0:00,2,0,0.52431204,-1.28220968,-0.081427773,0
1/2/20 1:00,2,1,0.123724896,-1.175527648,0.205466207,0
1/2/20 2:00,2,2,-0.406483215,-1.159729572,0.471365855,0
1/2/20 3:00,2,3,-0.904955717,-1.721442321,0.012081365,0
1/2/20 4:00,2,4,-1.193130733,-2.305759168,-0.559845153,0
1/2/20 5:00,2,5,-1.66872619,-3.039928979,-1.0700417,0
